epoch,acc,loss,val_acc,val_loss
27,0.6203281201027483,1.016654989675293,0.6067149753223791,1.076396497182899
28,0.6220000696666412,1.007715743399575,0.6075508628516982,1.0875077093833334
29,0.6239158452074125,1.009103282474833,0.6181387704526956,1.0500878852725395
30,0.6222438956435196,1.0041569870896605,0.6076901774987367,1.0889346704019847
31,0.6276428994392003,0.9990856925199396,0.6153524787471167,1.0601853551693399
32,0.6294541781343692,0.9923164234659989,0.6244079263205646,1.0270429711937323
33,0.6334598906307851,0.9911891545695136,0.6154917937782057,1.0542902869340287
34,0.6308474694367482,0.9857505861546636,0.6242686114659314,1.0258744823655301
35,0.6324845867191198,0.9841971054500354,0.6225968367186853,1.059428314326757
36,0.6344003622567767,0.9788297253461579,0.6000278756068124,1.0792083616269086
37,0.6320665993252919,0.982758746159945,0.6127055021452851,1.0602666601646606
38,0.6335295551938279,0.9772729310580293,0.6104764690174801,1.0841019174198763
39,0.6383712424716712,0.9696288976953663,0.589718597297816,1.1128965662540615
40,0.6402173534452473,0.9653959465091632,0.6228754663449139,1.0534071599435104
41,0.640426347139566,0.9655196217622098,0.6246865552824896,1.0337273450482685
42,0.639172384968463,0.9650144558465444,0.6224575222169633,1.0388355722962797
43,0.6420982967013829,0.9579768131932701,0.6320702274547676,1.0188762962892879
44,0.6474276359329827,0.9534606478347678,0.6252438139329218,1.0324695735949765
45,0.639903862901174,0.959458387293758,0.6115909854775852,1.0535035531622232
46,0.6426556132233725,0.9526212544786531,0.6114516707890277,1.0666708826606661
47,0.6438050785509495,0.946847375213068,0.6259403867633039,1.0319510126083167
48,0.6479849524580866,0.9460278276930599,0.6264976447494325,1.035785141379455
49,0.6458601832219586,0.9523284206852453,0.6192532871930537,1.0509810447962744
50,0.6513636838663558,0.9421719078933097,0.626358330590242,1.0449996661487215
51,0.6499703925639768,0.9414011334720178,0.6228754659608633,1.047468006866212
52,0.6487164303897595,0.9390745494880498,0.6338813173369001,1.0206788114136343
53,0.6511895224535584,0.9339659448294327,0.6299805087248872,1.0205832584217445
54,0.6517120066888363,0.9328193663969455,0.63179159819183,1.0307940602744727
55,0.6520951617980286,0.9317670360686633,0.634577890011586,1.0052441078282044
56,0.6525131491908185,0.9294950200155314,0.6182780849336581,1.0417576994488469
57,0.6521299940795501,0.9305883760075904,0.6231540950369655,1.0463126118832824
58,0.6548469121202273,0.9239794964515708,0.6152131644426099,1.052781879654848
59,0.6559963774426139,0.9266608694427552,0.6333240588525438,1.0138627150728905
60,0.6539064404931976,0.9203736286576238,0.636806923056353,1.0218336205352403
61,0.6581908112448989,0.9166157334412837,0.6153524788176991,1.0572534711970762
62,0.6594447734201543,0.917603186593708,0.6212036908607059,1.0433960997116254
63,0.6560312097262114,0.9200633733166004,0.6100585249518079,1.073197438574935
64,0.661186387546052,0.9097329341898958,0.621760949511138,1.0757675272464238
65,0.6594796057006376,0.9144413810996842,0.6312343402576002,1.0324174784379239
66,0.6621616914556411,0.9084109339064127,0.626219015642191,1.0261331051790463
67,0.6623358528725908,0.9071029914517924,0.6207857468573121,1.0512751436484296
68,0.6780103800222789,0.863902184446178,0.6519922115599986,0.9771923871353314
69,0.6865791215339861,0.8518949783916753,0.6517135820583269,0.970495683478135
70,0.6849071719680171,0.84802958976845,0.6518528967157451,0.9696408815772238
71,0.6908983245672089,0.838861778308416,0.6503204362730058,0.9698360127548167
72,0.6897836915253056,0.8393564039132219,0.6497631782453583,0.9742966027036164
73,0.6912118151143966,0.8339095720780914,0.648927290840596,0.9758676464414324
74,0.693023093805413,0.833379741646644,0.6486486616067216,0.9766541506667453
75,0.6959141732599258,0.8271064988942043,0.6483700325326954,0.9806168840377568
76,0.692361280436783,0.8300415218725586,0.6482307178960367,0.9719265406480587
77,0.6934062489135674,0.8260807239383137,0.6475341451050977,0.9805085789894918
78,0.6944512173903516,0.8268037865542996,0.6485093470759364,0.9758646143037244
79,0.6938939008683619,0.8248130258852305,0.6508776947469823,0.9753221011935718
80,0.694904037065701,0.8247676184111875,0.6507383800169059,0.9788784806477256
81,0.6979344456462993,0.8183939573952403,0.6485093471880377,0.9758696781186448
82,0.6961579992357659,0.8174946967713108,0.6494845491464206,0.9823915225262428
83,0.6989794141251596,0.813182258876689,0.6490666054544192,0.9782382266175061
84,0.6975861228227807,0.8096350145678796,0.6494845491775599,0.9794585187388773
85,0.6992580723835593,0.8122560367709131,0.6485093471382148,0.9774335422437648
86,0.7000940471629106,0.8129384429152348,0.6490666053194826,0.9770799156384246
87,0.6990490786882024,0.8115631028993728,0.6482307179686949,0.9767173251340061
88,0.7008603573812953,0.8121433189979164,0.6501811218543218,0.9786985764701899
89,0.6973074645591906,0.8125439555822127,0.6492059199893564,0.9769994582468112
90,0.6988400849918075,0.812147081224243,0.6483700325742144,0.9778785685678816
